year,month,day,hour,min,second,validity,source,earthquake_mag,country,name,lat,lng,water_height,tsunami_mag_lida,tsunami_intensity,death_nbr,injuries_nbr,damage_mill,damage_code,house_destroyed,house_code
1957,7,28,8,40,1,definite tsunami,Earthquake,7.9,MEXICO,S. MEXICO,16.5,-99.1,1.3,1.3,0.5,0,0,0,0,0,0
1957,7,29,17,15,14,very doubtful tsunami,Earthquake,7,CHILE,NORTHERN CHILE,-23.5,-71.5,0,0,0,0,0,0,0,0,0
1957,9,26,0,0,0,probable tsunami,Earthquake,5.5,INDONESIA,SOUTH OF JAVA,-8.2,107.3,0.7,-0.5,0,0,0,0,0,0,0
1957,10,26,14,16,57,questionable tsunami,Earthquake,6,INDONESIA,MAKASSAR STRAIT,-2,116,0,0,0,0,0,0,0,0,0
1958,1,19,14,7,27,definite tsunami,Earthquake,7.6,ECUADOR,COLOMBIA-ECUADOR,1.5,-79.5,0,0,2,4,0,0,1,0,1
1958,2,7,23,23,36,event that only caused a seiche or disturbance in an inland river,Earthquake,6.2,CHINA,SICHUAN PROVINCE,31.5,105,0,0,0,0,0,0,0,0,0
1958,4,21,22,37,46,questionable tsunami,Earthquake,6.5,INDONESIA,"BENGKULU, SUMATRA",-4.5,104,0,0,0.5,0,0,0,0,0,0
1958,7,10,6,15,59.9,definite tsunami,Earthquake and Landslide,7.8,USA,"SE. ALASKA, AK",58.37,-136.665,524.6,4.6,5,5,0,0.1,1,0,1
1958,9,17,12,24,0,questionable tsunami,Earthquake,5,RUSSIA,N. KURIL ISLANDS,48.6,156.1,0.23,-2.3,-1,0,0,0,0,0,0
1958,11,4,22,54,46,very doubtful tsunami,Earthquake,6.1,PACIFIC OCEAN,EAST PACIFIC RISE,-50,-115,0.1,0,0,0,0,0,0,0,0
1958,11,6,22,58,8.6,definite tsunami,Earthquake,8.3,RUSSIA,S. KURIL ISLANDS,44.53,148.54,5,2,2.5,0,0,0,2,0,0
1958,11,12,20,23,0,questionable tsunami,Earthquake,7,RUSSIA,S. KURIL ISLANDS,44.2,148.8,1,0,-1,0,0,0,0,0,0
1959,1,22,5,10,0,definite tsunami,Earthquake,6.8,JAPAN,SANRIKU,37.5,142.2,0.8,-0.3,-2,0,0,0,0,0,0
1959,2,7,9,36,51,very doubtful tsunami,Earthquake,7.4,PERU,N. PERU,-4,-81.5,0.4,0,-2,0,0,0,0,0,0
1959,4,9,12,24,20,questionable tsunami,Earthquake,5,RUSSIA,S. KURIL ISLANDS,44.3,149,0.1,-3.3,-2,0,0,0,0,0,0
1959,5,4,7,15,42,definite tsunami,Earthquake,8.2,RUSSIA,KAMCHATKA,52.5,159.5,0.2,1,1,0,0,0,0,0,0
1959,8,17,21,4,40,definite tsunami,Earthquake,7.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,156,1,1.3,0,0,0,0,2,0,0
1959,8,18,6,37,13.5,event that only caused a seiche or disturbance in an inland river,Earthquake and Landslide,7.5,USA,"HEGBEN LAKE, MONTANA",44.712,-111.215,1,0,0,0,0,0,0,0,0
1959,10,26,7,35,0,definite tsunami,Earthquake,6.7,JAPAN,SANRIKU,37.5,143.2,0.11,-3.3,-4,0,0,0,0,0,0
1960,1,13,15,40,34,very doubtful tsunami,Earthquake,7.8,PERU,S. PERU,-15.75,-72.75,5.7,2.6,3,0,0,0,0,0,0
1960,2,29,23,40,12,very doubtful tsunami,Earthquake,6.8,MOROCCO,MOROCCO,30.5,-9.5,0,0,0,0,0,0,0,0,0
1960,3,20,17,7,30,definite tsunami,Earthquake,7.5,JAPAN,SANRIKU,39.8,143.4,1,0,-2,0,0,0,0,0,0
1960,3,23,0,23,0,definite tsunami,Earthquake,6.7,JAPAN,SANRIKU,39.4,143.7,0.75,-1,-2.5,0,0,0,0,0,0
1960,5,21,10,2,50,definite tsunami,Earthquake,8.2,CHILE,CENTRAL CHILE,-37.872,-73.243,0.3,0,-1,0,0,0,0,0,0
1960,5,22,19,11,17,definite tsunami,Earthquake,9.5,CHILE,SOUTHERN CHILE,-38.143,-73.407,25,4.6,4,2226,3000,1000,4,58622,4
1960,6,11,15,14,9,probable tsunami,Earthquake,6.6,PAPUA NEW GUINEA,SOLOMON SEA,-9.4,152.3,0,-0.5,0,0,0,0,0,0,0
1960,7,29,17,31,45,definite tsunami,Earthquake,6.7,JAPAN,SANRIKU,40.3,142.5,0.3,-1,-3,0,0,0,0,0,0
1960,11,1,8,45,59,very doubtful tsunami,Earthquake,7.4,CHILE,SOUTHERN CHILE,-38.5,-75.1,0,0,0,0,0,0,0,0,0
1960,11,20,22,1,56.4,probable tsunami,Earthquake,6.8,PERU,N. PERU,-6.8,-80.7,9,3.2,4,66,2,0.55,1,0,0
1961,1,16,7,20,0,definite tsunami,Earthquake,6.8,JAPAN,"KASHIMA, JAPAN",36,142.3,0.4,-1.3,-2,0,0,0,0,0,0
1961,1,16,11,19,0,definite tsunami,Earthquake,6.4,JAPAN,"KASHIMA, JAPAN",36,141.9,0.4,-1.3,-2,0,0,0,0,0,0
1961,1,16,12,12,0,definite tsunami,Earthquake,6.5,JAPAN,"KASHIMA, JAPAN",36.2,141.9,0.4,-1.3,-2,0,0,0,0,0,0
1961,2,12,21,53,0,definite tsunami,Earthquake,6.6,RUSSIA,S. KURIL ISLANDS,43.2,147.9,1,0,-0.5,0,0,0,0,0,0
1961,2,26,18,10,48.7,definite tsunami,Earthquake,7.6,JAPAN,SEIKAIDO,31.6,131.8,0.65,0,-0.5,0,0,0,0,0,0
1961,5,23,2,45,0,probable tsunami,Earthquake,6.5,TURKEY,ASIA MINOR,36.7,28.5,0,0,0,0,0,0,0,0,0
1961,6,16,10,31,57.3,event that only caused a seiche or disturbance in an inland river,Questionable Earthquake,6.5,COLOMBIA,NORTHEASTERN,8.9,-73.4,0,0,0,0,0,0,0,0,0
1961,7,18,14,4,0,definite tsunami,Earthquake,6.6,JAPAN,RYUKYU ISLANDS,29.6,131.8,0.2,-2.3,-3,0,0,0,0,0,0
1961,7,23,21,51,10.5,probable tsunami,Earthquake,7.3,VANUATU,VANUATU ISLANDS,-18.421,168.411,0.9,0,-0.5,0,0,0,1,0,0
1961,8,1,5,39,54.4,questionable tsunami,Earthquake,6.4,SOLOMON ISLANDS,SOLOMON SEA,-9.849,160.614,0.9,0,0,0,0,0,0,0,0
1961,8,11,15,51,0,definite tsunami,Earthquake,7,JAPAN,SE. HOKKAIDO ISLAND,42.9,145.6,0.1,-3.3,-4,0,0,0,0,0,0
1961,10,18,16,51,57,very doubtful tsunami,Earthquake,6.5,CHILE,CENTRAL CHILE,-36.7,-73,0,0,0,0,0,0,0,0,0
1961,11,15,7,17,0,definite tsunami,Earthquake,6.9,JAPAN,SE. HOKKAIDO ISLAND,42.7,145.7,0.1,-3.3,-3.5,0,0,0,0,0,0
1962,1,11,5,5,0,probable tsunami,Earthquake,6.1,CROATIA,DALMATIAN COASTS,43.3,17.1,0.04,0,0,0,0,0,0,0,0
1962,3,12,11,40,16.7,probable tsunami,Earthquake,6.8,PANAMA,COSTA RICA-PANAMA,8.008,-82.757,0.1,-3.3,0,0,0,0,0,0,0
1962,4,12,0,52,43,definite tsunami,Earthquake,7.2,JAPAN,SANRIKU,38.073,142.741,1,0,-2,0,0,0,0,0,0
1962,4,23,5,58,0,definite tsunami,Earthquake,7,JAPAN,SE. HOKKAIDO ISLAND,42.2,143.9,0.1,-3.3,-3.5,0,0,0,0,0,0
1962,5,11,14,11,54.1,definite tsunami,Earthquake,7,MEXICO,S. MEXICO,17.2,-99.6,0.81,-0.3,0,0,0,0,0,0,0
1962,5,19,14,58,15,probable tsunami,Earthquake,7.2,MEXICO,S. MEXICO,17.2,-99.5,0.34,0,0,0,0,0,0,0,0
1962,5,21,12,21,0,questionable tsunami,Earthquake,5.7,JAPAN,OFF COAST OF HONSHU ISLAND,41.8,142.4,0.1,0,-2,0,0,0,0,0,0
1962,5,28,22,57,47,very doubtful tsunami,Earthquake,4.5,GREECE,NORTH AEGEAN SEA,39.8,25,0,0,0,0,0,0,0,0,0
1962,12,21,8,42,43,very doubtful tsunami,Earthquake,6.5,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.47,-168.54,0,0,0,0,0,0,0,0,0
1963,2,13,8,50,4.5,definite tsunami,Earthquake,7.3,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.4,122.1,0.2,-2.3,-2,0,0,0,0,0,0
1963,9,18,0,0,0,definite tsunami,Earthquake,6.1,TURKEY,MARMARA SEA,40.75,29,0,0,3,0,0,0,0,0,0
1963,9,24,16,30,16,questionable tsunami,Earthquake,7,PERU,CENTRAL PERU,-10.385,-78.022,0,0,0,0,0,0,0,0,0
1963,10,12,11,27,0.2,definite tsunami,Earthquake,7.1,RUSSIA,S. KURIL ISLANDS,44.426,149.272,0.12,-3.3,-2,0,0,0,0,0,0
1963,10,13,5,17,53.4,definite tsunami,Earthquake,8.5,RUSSIA,S. KURIL ISLANDS,44.772,149.798,4.5,2.3,2.5,0,0,0,0,0,0
1963,10,20,0,53,10.9,definite tsunami,Earthquake,7.9,RUSSIA,S. KURIL ISLANDS,44.772,150.563,15,3.9,3,0,0,0,0,0,0
1963,12,16,1,51,31,questionable tsunami,Earthquake,6.6,INDONESIA,JAVA,-6.4,105.4,0,-0.5,0,0,0,0,0,0,0
1963,12,18,0,30,0,questionable tsunami,Earthquake,7.2,TONGA,TONGA TRENCH,-24.8,-176.6,0,0,0.5,0,0,0,0,0,0
1964,3,28,3,36,14,definite tsunami,Earthquake and Landslide,9.2,USA,"PRINCE WILLIAM SOUND, AK",61.017,-147.648,51.8,6.1,3.5,124,0,116,4,0,3
1964,4,2,1,11,51,probable tsunami,Earthquake and Landslide,7,INDONESIA,OFF NORTHWEST COAST OF INDONESIA,5.8,95.4,0,-0.5,0,0,0,0,0,0,0
1964,5,7,7,58,0,definite tsunami,Earthquake,6.9,JAPAN,NW. HONSHU ISLAND,40.3,139,0.6,-0.1,0,0,0,0,0,0,0
1964,5,7,20,13,0,probable tsunami,Earthquake,6.6,JAPAN,NW. HONSHU ISLAND,40.4,139,0,0,-3,0,0,0,0,0,0
1964,6,16,4,1,44.3,definite tsunami,Earthquake,7.5,JAPAN,NW. HONSHU ISLAND,38.65,139.2,5.8,2.7,2,26,450,80,4,1960,4
1964,7,24,8,12,39,definite tsunami,Earthquake,6.8,RUSSIA,S. KURIL ISLANDS,47.159,153.876,0.08,-3.3,-2,0,0,0,0,0,0
1964,11,17,8,15,39.3,probable tsunami,Earthquake,7.6,PAPUA NEW GUINEA,NEW BRITAIN,-5.7,150.7,0.05,0,0,0,0,0,0,0,0
1964,12,10,15,11,7.6,definite tsunami,Earthquake,6.3,JAPAN,NW. HONSHU ISLAND,40.4,138.9,0.1,-3.3,-3,0,0,0,0,0,0
1965,1,24,0,11,12.1,definite tsunami,Earthquake,7.6,INDONESIA,SANANA ISLAND,-2.4,126.1,0,2,2,71,0,0,4,3000,4
1965,2,4,5,1,21.6,definite tsunami,Earthquake,8.7,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.29,178.55,10.7,3.3,2.5,0,0,0.01,1,0,0
1965,2,23,22,11,46,very doubtful tsunami,Earthquake,7,CHILE,NORTHERN CHILE,-25.67,-70.63,0,0,0,0,0,0,0,0,0
1965,3,9,17,57,53.7,probable tsunami,Earthquake,6.3,GREECE,AEGEAN SEA,39.4,24,0,0,0,0,0,0,0,0,0
1965,3,22,22,56,28,very doubtful tsunami,Earthquake,6,CHILE,CENTRAL CHILE,-31.81,-71.26,0,0,0,0,0,0,0,0,0
1965,3,30,2,27,3.4,definite tsunami,Earthquake,7.6,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",50.32,177.93,0.1,-2.3,-1,0,0,0,0,0,0
1965,4,19,23,42,0,Erroneous entry,Earthquake,6,JAPAN,AICHI PREFECTURE,34.9,139,0.1,0,-4,0,0,0,0,0,0
1965,6,11,3,34,2,definite tsunami,Earthquake,7.2,RUSSIA,S. KURIL ISLANDS,44.7,148.7,0.1,-3.3,-3,0,0,0,0,0,0
1965,7,2,20,58,38.1,definite tsunami,Earthquake,6.5,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",53.03,-167.55,0.08,-3.3,-2,0,0,0,0,0,0
1965,7,6,3,18,42.7,very doubtful tsunami,Earthquake and Landslide,6.3,GREECE,NORTH CORINTH GULF,38.267,22.3,0,4.3,2,1,0,0,0,0,0
1965,8,11,22,31,45.9,definite tsunami,Earthquake,7,VANUATU,VANUATU ISLANDS,-15.8,167.2,7,2.8,2.5,0,0,0,0,0,0
1965,8,13,12,40,32,questionable tsunami,Earthquake,7.3,VANUATU,VANUATU ISLANDS,-15.9,166.8,2,1,1,0,0,0,1,0,1
1965,8,23,19,46,2.9,definite tsunami,Earthquake,7.8,MEXICO,MEXICO,16.3,-95.8,0.4,-1.3,0,0,0,0,0,0,0
1965,10,3,16,14,56,questionable tsunami,Earthquake,6.5,CHILE,SOUTHERN CHILE,-42.9,-75.13,0,0,0,0,0,0,0,0,0
1966,3,12,16,31,21.8,probable tsunami,Earthquake,7.6,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.1,122.6,0.1,-3.3,0,0,0,0,0,0,0
1966,6,15,0,59,42.7,probable tsunami,Earthquake,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.343,160.883,0.2,0.5,1,0,0,0,0,0,0
1966,7,12,18,53,0,definite tsunami,Earthquake,5.5,RUSSIA,BLACK SEA,44.75,37,0.2,0,1,0,0,0,0,0,0
1966,10,17,21,41,56,definite tsunami,Earthquake,8.1,PERU,CENTRAL PERU,-10.748,-78.638,3,-1,1.5,0,0,2,2,0,3
1966,12,28,8,18,7.4,definite tsunami,Earthquake,7.8,CHILE,NORTHERN CHILE,-25.5,-70.7,0.42,0,0.5,0,0,0,0,0,0
1966,12,31,18,23,11.1,definite tsunami,Earthquake,7.8,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.893,166.445,2,0,1,0,0,0,0,0,0
1966,12,31,22,15,16.6,definite tsunami,Earthquake,7.2,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-12.334,166.684,0.8,0,0,0,0,0,0,0,0
1967,3,19,4,1,38.5,very doubtful tsunami,Earthquake,7,RUSSIA,S. KURIL ISLANDS,45.53,151.11,0,0,0,0,0,0,0,0,0
1967,4,11,5,9,12.1,probable tsunami,Earthquake,5.5,INDONESIA,MAKASSAR STRAIT,-3.7,119.3,0,1.6,1,13,0,0,1,0,1
1967,4,12,4,51,50.2,probable tsunami,Earthquake,6.1,INDONESIA,NORTHEAST SUMATRA,5.5,97.3,0,1,1.5,0,0,0,0,0,0
1967,7,29,23,59,58.7,definite tsunami,Earthquake,6.5,VENEZUELA,CARACAS,10.6,-67.3,0.08,0,0,0,0,0,0,0,0
1967,8,13,22,15,10,definite tsunami,Earthquake,6.4,PAPUA NEW GUINEA,BISMARCK SEA,-4.4,152.5,0.1,-3.3,0,0,0,0,0,0,0
1967,9,3,0,0,0,questionable tsunami,Earthquake,7,PERU,CENTRAL PERU,-10.6,-79.8,2,1,-1.5,0,0,0,0,0,0
1967,11,15,21,31,54,very doubtful tsunami,Earthquake,5.9,CHILE,NORTHERN CHILE,-28.78,-71.19,0,0,0,0,0,0,0,0,0
1967,12,21,2,25,23,probable tsunami,Earthquake,7.5,CHILE,NORTHERN CHILE,-21.7,-69.5,0,-0.5,0,0,0,0,0,0,0
1968,1,29,10,19,7.2,definite tsunami,Earthquake,7.3,RUSSIA,S. KURIL ISLANDS,43.586,146.701,0.18,-1.7,-1,0,0,0,0,0,0
1968,2,19,22,45,45.7,definite tsunami,Earthquake,7.2,GREECE,"LEMNOS ISLAND, NORTH AEGEAN SEA",39.368,24.957,1.2,0.3,3,0,0,0,0,0,0
1968,4,1,0,42,4.2,definite tsunami,Earthquake,7.5,JAPAN,SEIKAIDO,32.3,132.5,3.07,1.3,1,0,0,0,1,4,1
1968,4,18,19,38,15,definite tsunami,Earthquake,4.6,ITALY,LIGURIA-COTE D'AZUR,44.08,8,3,0,2,0,0,0,0,0,0
1968,5,16,0,48,55.4,definite tsunami,Earthquake,8.2,JAPAN,OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,6,2.3,2,52,0,0,3,529,3
1968,5,16,10,39,1.6,definite tsunami,Earthquake,7.5,JAPAN,OFF COAST OF HONSHU ISLAND,41.5,142.7,0.58,0,-0.5,0,0,0,0,0,0
1968,6,12,13,41,50.7,definite tsunami,Earthquake,7.2,JAPAN,SANRIKU,39.4,143.1,0.95,1.6,0,0,0,0,0,0,0
1968,7,25,7,23,7.8,questionable tsunami,Earthquake,7.3,NEW ZEALAND,KERMADEC ISLANDS,-30.8,-178.4,0.05,0,0,0,0,0,0,0,0
1968,8,1,20,19,21.9,definite tsunami,Earthquake,7.3,PHILIPPINES,E. LUZON ISLAND,16.5,122.2,0.16,-1.7,0,1,0,0,0,0,0
1968,8,5,7,17,0,very doubtful tsunami,Earthquake,6.5,JAPAN,SEIKAIDO-NANKAIDO,33.3,132.2,0.03,0,0,0,0,0,0,0,0
1968,8,10,2,7,4.3,definite tsunami,Earthquake,7.6,INDONESIA,N. MOLUCCAS ISLANDS,1.4,126.2,0.4,-1.3,1,0,0,0,0,0,0
1968,8,14,22,14,19.4,definite tsunami,Earthquake,7.8,INDONESIA,BANDA SEA,0.2,119.8,10,3.3,2.5,200,58,0,3,800,3
1968,9,3,8,19,52.2,definite tsunami,Earthquake,6.6,TURKEY,BLACK SEA,41.8,32.3,3,0,0,0,0,0,0,0,0
1968,9,20,6,9,0,questionable tsunami,Earthquake,6.2,VENEZUELA,CARUPANO,10.5,-62.6,0,0,0,0,0,0,0,0,0
1968,9,25,0,0,0,very doubtful tsunami,Earthquake,7,MEXICO,S. MEXICO-GUATEMALA-NICARAGUA,15.6,-92.6,2,0,1,0,0,0,0,0,0
1969,2,23,0,36,56.6,definite tsunami,Earthquake,6.9,INDONESIA,MAKASSAR STRAIT,-3.1,118.9,4,2,2,600,0,24,3,0,3
1969,2,28,2,40,32.5,definite tsunami,Earthquake,7.8,PORTUGAL,PORTUGAL,36.017,-10.95,0.9,0,0,0,0,0,0,0,0
1969,3,31,0,0,0,probable tsunami,Earthquake,7,EGYPT,GULF OF SUEZ,27.7,34,0,0,0,0,0,0,0,0,0
1969,4,21,7,19,0,definite tsunami,Earthquake,6.5,JAPAN,RYUKYU ISLANDS,32.2,132.1,0.1,-2.3,-3,0,0,0,0,0,0
1969,8,2,4,30,29,definite tsunami,Earthquake and Landslide,5.4,PAPUA NEW GUINEA,BISMARCK SEA,-6.6,146.9,0,0,-1,0,0,0,0,0,0
1969,8,11,21,26,36,definite tsunami,Earthquake,8.2,RUSSIA,S. KURIL ISLANDS,43.6,147.9,5,1.4,2,0,0,0,0,0,0
1969,11,22,23,9,37,definite tsunami,Earthquake,7.7,RUSSIA,KAMCHATKA,57.7,163.6,15,3.9,3,0,0,1,1,0,0
1969,12,25,21,32,27.3,definite tsunami,Earthquake,7.2,GUADELOUPE (FRENCH TERRITORY),GRAND BOURG,15.8,-59.7,0.46,-3.3,0,0,0,0,0,0,0
1970,1,10,12,7,8.6,definite tsunami,Earthquake,7.6,PHILIPPINES,PHILIPPINE TRENCH,6.8,126.7,0.06,0,0,0,0,0,0,0,0
1970,3,11,22,38,34.6,definite tsunami,Earthquake,6,USA,"ANDREANOF ISLANDS, AK",57.5,-153.9,0.03,0,0,0,0,0,0,0,0
1970,4,7,5,34,5.6,probable tsunami,Earthquake,7.3,PHILIPPINES,PHILIPPINE SEA,15.78,121.71,0,1,1,0,0,1,1,0,0
1970,5,14,18,12,0,probable tsunami,Earthquake,6.5,RUSSIA,CASPIAN SEA,43,47.1,0,0,0,0,0,0,0,0,0
1970,5,31,20,23,27.3,definite tsunami,Earthquake,7.9,PERU,N. PERU,-9.2,-78.8,0.38,0.8,0,0,0,0,0,0,0
1970,6,14,0,0,0,questionable tsunami,Earthquake,6,CHILE,SOUTHERN CHILE,-52,-73.8,0,0,0,0,0,0,0,0,0
1970,6,19,10,56,13.5,questionable tsunami,Earthquake,6.4,CHILE,NORTHERN CHILE,-22.28,-70.55,0,0,0,0,0,0,0,0,0
1970,7,25,22,41,10.7,definite tsunami,Earthquake,7,JAPAN,SEIKAIDO,32.2,131.7,0.32,-0.7,0,0,0,0,0,0,0
1970,9,28,19,1,0,questionable tsunami,Earthquake,5.1,NEW ZEALAND,NEW ZEALAND,-44.64,173.62,1,0,0,0,0,0,0,0,0
1970,9,30,9,52,22.7,probable tsunami,Earthquake,5.3,PHILIPPINES,PHILIPPINE TRENCH,20.6,122,0,0,0.5,0,0,0,0,0,0
1970,10,31,17,53,9.3,definite tsunami,Earthquake and Landslide,7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.907,145.471,3,0.3,0.5,3,0,0,0,0,0
1970,11,28,11,8,40,questionable tsunami,Earthquake,6,CHILE,NORTHERN CHILE,-20.94,-69.81,0,0,0,0,0,0,0,0,0
1970,12,4,1,59,25,definite tsunami,Earthquake,5.1,RUSSIA,BLACK SEA,43.84,39.34,0.8,0,2,0,0,0,0,0,0
1971,5,2,6,8,27.8,definite tsunami,Earthquake,7.1,USA,"ANDREANOF ISLANDS, AK",51.228,-177.173,0.04,0,-3,0,0,0,0,0,0
1971,7,9,3,3,18.7,definite tsunami,Earthquake,7.8,CHILE,CENTRAL CHILE,-32.5,-71.2,1.2,0.3,0,0,0,0,0,0,0
1971,7,14,6,11,29.1,definite tsunami,Earthquake,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,153.9,6,1.6,1,1,0,1,1,0,0
1971,7,26,1,23,21.3,definite tsunami,Earthquake,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-4.9,153.2,10,3.3,1.5,0,0,1,1,0,0
1971,8,2,7,24,56.8,definite tsunami,Earthquake,7.3,JAPAN,JAPAN TRENCH,41.4,143.5,0.51,-2.3,-0.5,0,0,0,0,0,0
1971,9,5,18,35,25,definite tsunami,Earthquake,7.1,RUSSIA,TATAR STRAIT,46.5,141.2,2,0,1,0,0,0,0,0,0
1971,9,6,13,37,10.8,definite tsunami,Earthquake,5.5,RUSSIA,TATAR STRAIT,46.7,141.4,0.32,0,0,0,0,0,0,0,0
1971,9,8,11,48,23.4,definite tsunami,Earthquake,6.6,RUSSIA,TATAR STRAIT,46.4,141.1,0.09,0,-3,0,0,0,0,0,0
1971,9,8,16,59,52.6,definite tsunami,Earthquake,6.2,RUSSIA,TATAR STRAIT,46.3,140.9,0.07,-0.7,-3,0,0,0,0,0,0
1971,9,25,4,36,14,questionable tsunami,Earthquake and Landslide,7,PAPUA NEW GUINEA,BISMARCK SEA,-6.5,146.6,1.8,0.8,0.5,0,0,0,0,0,0
1971,9,27,19,1,45.3,definite tsunami,Earthquake,6,RUSSIA,TATAR STRAIT,46.4,141.1,0.03,0,-4,0,0,0,0,0,0
1971,11,6,22,0,0.1,questionable tsunami,Earthquake,5.7,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.5,179.1,0.1,0,0,0,0,0,0,0,0
1971,12,15,8,29,55.3,definite tsunami,Earthquake,7.8,RUSSIA,KAMCHATKA,56,163.3,0.47,0,0,0,0,0,0,0,0
1972,1,25,2,6,23.3,definite tsunami,Earthquake,7.5,TAIWAN,E. TAIWAN,22.5,122.3,0.05,-3.3,-2,0,0,0,0,0,0
1972,2,29,9,22,59.8,definite tsunami,Earthquake,7.4,JAPAN,EAST OFF HACHIJO ISLAND,33.3,140.8,0.42,-1.3,0.5,0,0,0,0,0,0
1972,6,8,18,53,41.7,questionable tsunami,Earthquake,6.6,CHILE,CENTRAL CHILE,-30.5,-71.8,0,0,0,0,0,0,0,0,0
1972,7,30,21,45,14.1,definite tsunami,Earthquake and Landslide,7.6,USA,"SE. ALASKA, AK",56.82,-135.685,0.1,-2.3,-2,0,0,0,0,0,0
1972,8,17,23,44,5.9,definite tsunami,Earthquake,7.1,PAPUA NEW GUINEA,SOLOMON SEA,-6,152.9,0.6,-1,0,0,0,0,0,0,0
1972,9,6,11,42,23.9,Erroneous entry,Earthquake,0,JAPAN,JAPAN,32.9,130.3,0,0,0,0,0,0,0,0,0
1972,12,2,0,19,47.2,questionable tsunami,Earthquake,7.4,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.5,126.6,0.5,-2.3,0,0,0,0,0,0,0
1972,12,4,10,16,12,definite tsunami,Earthquake,7.4,JAPAN,CHICHI JIMA,33.3,140.7,0.5,-1,-1,0,0,0,0,0,0
1972,12,29,4,51,1.6,questionable tsunami,Earthquake,5.4,CHILE,CENTRAL CHILE,-30.6,-71,0,0,0,0,0,0,0,0,0
1973,1,30,21,1,12.5,definite tsunami,Earthquake,7.5,MEXICO,S. MEXICO,18.48,-103,1.13,0.1,0,0,0,0,0,0,0
1973,2,28,6,37,49.5,definite tsunami,Earthquake,7.2,RUSSIA,N. KURIL ISLANDS,50.5,156.6,1.5,0.6,0.5,0,0,0,0,0,0
1973,3,17,8,30,51.8,definite tsunami,Earthquake,7.5,PHILIPPINES,QUEZON,13.4,122.8,1.3,0,0,0,0,0,0,0,0
1973,6,17,3,55,2.9,definite tsunami,Earthquake,7.7,JAPAN,HOKKAIDO ISLAND,43.2,145.8,5.96,2.2,1,0,0,5,2,2,1
1973,6,24,2,43,25.5,definite tsunami,Earthquake,7.1,RUSSIA,S. KURIL ISLANDS,43.3,146.4,0.64,2.2,0,0,0,0,0,0,0
1973,6,26,22,32,0.2,definite tsunami,Earthquake,6.6,RUSSIA,S. KURIL ISLANDS,43.2,146.6,0.21,0,0,0,0,0,0,0,0
1973,10,5,5,47,51.1,definite tsunami,Earthquake,6.7,CHILE,CENTRAL CHILE,-32.5,-71.5,0.4,-1.3,-1,0,0,0,0,0,0
1974,1,31,23,30,5.3,definite tsunami,Earthquake,7,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,155.9,1.5,2.2,1,0,0,0,0,0,0
1974,2,1,3,12,33.1,definite tsunami,Earthquake,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.4,155.6,4.5,2.2,2,0,0,5,2,0,0
1974,5,8,23,33,25.2,definite tsunami,Earthquake,6.7,JAPAN,TOKAIDO,34.6,138.7,0.2,-2.3,-2.5,0,0,0,0,0,0
1974,8,18,10,44,12.8,very doubtful tsunami,Earthquake,7.1,CHILE,SOUTHERN CHILE,-38.5,-73.4,0,0,0,0,0,0,0,0,0
1974,9,27,5,47,29.4,definite tsunami,Earthquake,6.7,RUSSIA,S. KURIL ISLANDS,43.2,146.7,0.37,0.6,-1,0,0,0,0,0,0
1974,10,3,14,21,29.1,definite tsunami,Earthquake,8.1,PERU,CENTRAL PERU,-12.27,-77.79,0.92,0.8,1,0,0,0,0,0,0
1974,12,28,12,11,43.7,event that only caused a seiche or disturbance in an inland river,Earthquake,6.2,PAKISTAN,PAKISTAN,35.1,72.9,0,0,0,0,0,0,0,0,0
1975,1,15,9,42,24,very doubtful tsunami,Earthquake,5.9,INDONESIA,BANDA SEA,-5,130,0,0,0,0,0,0,0,0,0
1975,3,13,15,26,42.5,very doubtful tsunami,Earthquake,6.9,CHILE,CENTRAL CHILE,-29.9,-71.3,0,0,0,0,0,0,0,0,0
1975,5,26,9,11,51.5,definite tsunami,Earthquake,7.7,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,35.997,-17.649,0.76,0,0,0,0,0,0,0,0
1975,6,10,13,47,14.5,definite tsunami,Earthquake,7,RUSSIA,S. KURIL ISLANDS,43.024,147.734,5.5,2.3,2,0,0,5,2,0,0
